character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
giantman,Advances in Science,Eternal Glory,Low,Medium,"[""3★: Applies to: Self"",""3★: • Decreases Basic Damage Received from SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Decreases Basic Damage Received from SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Decreases Basic Damage Received from SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Decreases Basic Damage Received from SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.8,https://thanosvibs.money/static/assets/items/artifact_giantman.png,/mff-assets/artifacts/artifactgiantman.webp,https://thanosvibs.money/artifacts
gilgamesh,Roar of Valor,Forgotten Immortal,Low,High,"[""3★: Activation Rate: when HP is below 25%"",""3★: Applies to: Self"",""3★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: • Increases Max HP by 45%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""3★: Cooldown Time 27 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Self"",""4★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: • Increases Max HP by 55%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""4★: Cooldown Time 27 seconds"",""5★: Activation Rate: when HP is below 35%"",""5★: Applies to: Self"",""5★: • Recovers HP by 70%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: • Increases Max HP by 65%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""5★: Cooldown Time 27 seconds"",""6★: Activation Rate: when HP is below 40%"",""6★: Applies to: Self"",""6★: • Recovers HP by 80%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: • Increases Max HP by 75%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""6★: Cooldown Time 27 seconds""]",,Update 7.6,https://thanosvibs.money/static/assets/items/artifact_gilgamesh.png,/mff-assets/artifacts/artifactgilgamesh.webp,https://thanosvibs.money/artifacts
gladiator,Shi'Ar Confidence,Praetor's Justice,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.8,https://thanosvibs.money/static/assets/items/artifact_gladiator.png,/mff-assets/artifacts/artifactgladiator.webp,https://thanosvibs.money/artifacts
goliath,Giant-Man II,Goliathan Power,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.0,https://thanosvibs.money/static/assets/items/artifact_goliath.png,/mff-assets/artifacts/artifactgoliath.webp,https://thanosvibs.money/artifacts
gorgon,Attilan's Vanguard,Attilan Warrior,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.6,https://thanosvibs.money/static/assets/items/artifact_gorgon.png,/mff-assets/artifacts/artifactgorgon.webp,https://thanosvibs.money/artifacts
gorillaman,Blessing and Curse,Gorilla's Toughness,Low,Low,"[""3★: Applies to: Self"",""3★: • Decreases Basic Damage Received from SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Decreases Basic Damage Received from SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Decreases Basic Damage Received from SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Decreases Basic Damage Received from SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.3,https://thanosvibs.money/static/assets/items/artifact_gorillaman.png,/mff-assets/artifacts/artifactgorillaman.webp,https://thanosvibs.money/artifacts
gorr,Deicide,Shadow of Pain,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.4,https://thanosvibs.money/static/assets/items/artifact_gorr.png,/mff-assets/artifacts/artifactgorr.webp,https://thanosvibs.money/artifacts
greengoblin,Darkness Inside,Green Madness,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 22%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 26%, and an additional 0.6% of total Instinct. (Up to 200%)""]",,Update 7.9.5b,https://thanosvibs.money/static/assets/items/artifact_greengoblin.png,/mff-assets/artifacts/artifactgreengoblin.webp,https://thanosvibs.money/artifacts
groot,Strong Roots,Colossal Courage,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received by 15%, and an additional 0.15% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received by 20%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received by 25%, and an additional 0.25% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received by 30%, and an additional 0.3% of total Instinct. (Up to 200%)""]",,Update 9.0.5a,https://thanosvibs.money/static/assets/items/artifact_groot.png,/mff-assets/artifacts/artifactgroot.webp,https://thanosvibs.money/artifacts
gwenpool,The Fourth Wall,Loose Cannon,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 9%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 14%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 11%, and an additional 0.3% of Total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 16%, and an additional 0.3% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 13%, and an additional 0.4% of Total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 18%, and an additional 0.4% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 15%, and an additional 0.5% of Total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of Total Instinct. (Up to 200%)""]",,Update 7.9.5a,https://thanosvibs.money/static/assets/items/artifact_gwenpool.png,/mff-assets/artifacts/artifactgwenpool.webp,https://thanosvibs.money/artifacts
hadespluto,Tyrant of the Dead,King of the Dead,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.4,https://thanosvibs.money/static/assets/items/artifact_hadespluto.png,/mff-assets/artifacts/artifacthadespluto.webp,https://thanosvibs.money/artifacts
havok,Cosmic Energy Absorption,Plasma Booster,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.7,https://thanosvibs.money/static/assets/items/artifact_havok.png,/mff-assets/artifacts/artifacthavok.webp,https://thanosvibs.money/artifacts
hawkeye,Sharpshooters,Perfect Aim,High,Low,"[""3★: Activation Rate: when attacking"",""3★: Applies to: Self"",""3★: • Increases Basic Damage by 0.2% for every 1% of Critical Rate regardless of Guaranteed Critical Rate."",""3★: • Increases Basic Damage by Total Instinct * 0.5%."",""3★: • Basic Damage increases up to 20%. (9 sec.)"",""3★: Cooldown Time 15 seconds"",""4★: Activation Rate: when attacking"",""4★: Applies to: Self"",""4★: • Increases Basic Damage by 0.2% for every 1% of Critical Rate regardless of Guaranteed Critical Rate."",""4★: • Increases Basic Damage by Total Instinct * 0.6%."",""4★: • Basic Damage increases up to 25%. (9 sec.)"",""4★: Cooldown Time 15 seconds"",""5★: Activation Rate: when attacking"",""5★: Applies to: Self"",""5★: • Increases Basic Damage by 0.2% for every 1% of Critical Rate regardless of Guaranteed Critical Rate."",""5★: • Increases Basic Damage by Total Instinct * 0.7%."",""5★: • Basic Damage increases up to 30%. (10 sec.)"",""5★: Cooldown Time 15 seconds"",""6★: Activation Rate: when attacking"",""6★: Applies to: Self"",""6★: • Increases Basic Damage by 0.2% for every 1% of Critical Rate regardless of Guaranteed Critical Rate."",""6★: • Increases Basic Damage by Total Instinct * 0.8%."",""6★: • Basic Damage increases up to 35%. (10 sec.)"",""6★: Cooldown Time 15 seconds""]",,Update 7.9,https://thanosvibs.money/static/assets/items/artifact_hawkeye.png,/mff-assets/artifacts/artifacthawkeye.webp,https://thanosvibs.money/artifacts
hawkeyekatebishop,Hero's Qualifications,Target Precision,Low,Medium,"[""3★: Activation Rate: 15% chance when attacking"",""3★: Applies to: Self"",""3★: • (15.0% + Total Instinct * 0.2%) chance to activate:"",""3★: • Can attack enemies with Ignore Targeting."",""3★: • Cannot exceed a 100% chance. (5 sec.)"",""3★: • Ignores Non-Boss enemy Damage Decrease by 11%."",""3★: • Additional increase by 0.1% of Total Instinct (up to 200% of the base value). (5 sec.)"",""3★: Cooldown Time 16 seconds"",""4★: Activation Rate: 15% chance when attacking"",""4★: Applies to: Self"",""4★: • (15.0% + Total Instinct * 0.3%) chance to activate:"",""4★: • Can attack enemies with Ignore Targeting."",""4★: • Cannot exceed a 100% chance. (6 sec.)"",""4★: • Ignores Non-Boss enemy Damage Decrease by 14%."",""4★: • Additional increase by 0.1% of Total Instinct (up to 200% of the base value). (6 sec.)"",""4★: Cooldown Time 16 seconds"",""5★: Activation Rate: 15% chance when attacking"",""5★: Applies to: Self"",""5★: • (15.0% + Total Instinct * 0.4%) chance to activate:"",""5★: • Can attack enemies with Ignore Targeting."",""5★: • Cannot exceed a 100% chance. (7 sec.)"",""5★: • Ignores Non-Boss enemy Damage Decrease by 17%."",""5★: • Additional increase by 0.1% of Total Instinct (up to 200% of the base value). (7 sec.)"",""5★: Cooldown Time 16 seconds"",""6★: Activation Rate: 15% chance when attacking"",""6★: Applies to: Self"",""6★: • (15.0% + Total Instinct * 0.5%) chance to activate:"",""6★: • Can attack enemies with Ignore Targeting."",""6★: • Cannot exceed a 100% chance. (8 sec.)"",""6★: • Ignores Non-Boss enemy Damage Decrease by 20%."",""6★: • Additional increase by 0.1% of Total Instinct (up to 200% of the base value). (8 sec.)"",""6★: Cooldown Time 16 seconds""]",,Update 7.9,https://thanosvibs.money/static/assets/items/artifact_hawkeyekatebishop.png,/mff-assets/artifacts/artifacthawkeyekatebishop.webp,https://thanosvibs.money/artifacts
heimdall,Vision of the Realms,Eye of the Universe,Low,Medium,"[""3★: Activation Rate: when HP is below 60%"",""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%) (15 sec.)"",""3★: • Recovers HP by 30%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: Cooldown Time 30 seconds"",""4★: Activation Rate: when HP is below 60%"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%) (15 sec.)"",""4★: • Recovers HP by 40%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: Cooldown Time 30 seconds"",""5★: Activation Rate: when HP is below 60%"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.4% of total Instinct. (Up to 200%) (15 sec.)"",""5★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: Cooldown Time 30 seconds"",""6★: Activation Rate: when HP is below 60%"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%) (15 sec.)"",""6★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: Cooldown Time 30 seconds""]",,Update 7.6,https://thanosvibs.money/static/assets/items/artifact_heimdall.png,/mff-assets/artifacts/artifactheimdall.webp,https://thanosvibs.money/artifacts
hela,Blessing of Death,Infinite Death,Low,High,"[""3★: Activation Rate: when HP is below 5%"",""3★: Applies to: Self"",""3★: • HP does not drop to 1 or below. Recovers HP by 10% of Max HP when the buff ends."",""3★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (4 sec.)"",""3★: Cooldown Time 180 seconds"",""4★: Activation Rate: when HP is below 5%"",""4★: Applies to: Self"",""4★: • HP does not drop to 1 or below. Recovers HP by 20% of Max HP when the buff ends."",""4★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (5 sec.)"",""4★: Cooldown Time 180 seconds"",""5★: Activation Rate: when HP is below 5%"",""5★: Applies to: Self"",""5★: • HP does not drop to 1 or below. Recovers HP by 35% of Max HP when the buff ends."",""5★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (6 sec.)"",""5★: Cooldown Time 180 seconds"",""6★: Activation Rate: when HP is below 5%"",""6★: Applies to: Self"",""6★: • HP does not drop to 1 or below. Recovers HP by 50% of Max HP when the buff ends."",""6★: • Recovers by an additional 0.5% of Total Instinct. (Up to 100% of HP Recovery) (7 sec.)"",""6★: Cooldown Time 180 seconds""]",,Update 7.6,https://thanosvibs.money/static/assets/items/artifact_hela.png,/mff-assets/artifacts/artifacthela.webp,https://thanosvibs.money/artifacts
hellcat,Miss America,Deadly Claws,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Instinct Critical Damage by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Instinct Critical Damage by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Instinct Critical Damage by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 16%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Instinct Critical Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.5,https://thanosvibs.money/static/assets/items/artifact_hellcat.png,/mff-assets/artifacts/artifacthellcat.webp,https://thanosvibs.money/artifacts
hellstorm,Prince of Lies,Judgement by Fire,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Fire Damage by 15% of Fire Resist, and an additional 0.2% of Total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 9%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Fire Damage by 20% of Fire Resist, and an additional 0.3% of Total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Fire Damage by 25% of Fire Resist, and an additional 0.4% of Total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Fire Damage by 30% of Fire Resist, and an additional 0.5% of Total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.9,https://thanosvibs.money/static/assets/items/artifact_hellstorm.png,/mff-assets/artifacts/artifacthellstorm.webp,https://thanosvibs.money/artifacts
hercules,Lion of Olympus,Hero of Olympus,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.4,https://thanosvibs.money/static/assets/items/artifact_hercules.png,/mff-assets/artifacts/artifacthercules.webp,https://thanosvibs.money/artifacts
hogun,Mace of Justice,A Calm Blow,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Instinct Critical Damage by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Instinct Critical Damage by 10%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 14%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Instinct Critical Damage by 15%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 16%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Instinct Critical Damage by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.0,https://thanosvibs.money/static/assets/items/artifact_hogun.png,/mff-assets/artifacts/artifacthogun.webp,https://thanosvibs.money/artifacts
hopesummers,Duplicated Abilities,Dauntless Justice,High,Medium,"[""3★: Applies to: Mutant Allies"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Mutant Allies"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Mutant Allies"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Mutant Allies"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.7,https://thanosvibs.money/static/assets/items/artifact_hopesummers.png,/mff-assets/artifacts/artifacthopesummers.webp,https://thanosvibs.money/artifacts
hulk,Titan's Rage,Full Stamina,High,High,"[""3★: Applies to: Self"",""3★: • Increases HP by 10%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases HP by 15%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases HP by 20%, and an additional 0.3% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases HP by 25%, and an additional 0.4% of total Instinct. (Up to 200%)""]",,Update 8.3,https://thanosvibs.money/static/assets/items/artifact_hulk.png,/mff-assets/artifacts/artifacthulk.webp,https://thanosvibs.money/artifacts
