character_id,name,acquisition,season,cost,release_update,release_date,image_url,image_local_url,source_url
colossus,X-Force,500000 Gold | Gold,,500000 Gold,Update 4.3,"August 8, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/colossus1.png,/mff-assets/uniforms/colossus1.webp,https://thanosvibs.money/uniforms
corvusglaive,Dark Obsidian Armor,1750 Crystals,,1750 Crystals,Update 7.1,"May 26, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/corvusglaive2.png,/mff-assets/uniforms/corvusglaive2.webp,https://thanosvibs.money/uniforms
corvusglaive,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.0,"April 25, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/corvusglaive1.png,/mff-assets/uniforms/corvusglaive1.webp,https://thanosvibs.money/uniforms
crescent,B-Girl Crew,April Fools Exclusive (Paywall) | Seasonal | April | Paywall,April Fool's,April Fools Exclusive (Paywall),Update 10.8.5a,"April 2, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/crescent3.png,/mff-assets/uniforms/crescent3.webp,https://thanosvibs.money/uniforms
crescent,Lifestyle Series 1,1750 Crystals,,1750 Crystals,Update 5.5,"November 27, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/crescent1.png,/mff-assets/uniforms/crescent1.webp,https://thanosvibs.money/uniforms
crescent,Light Sirius Armor,1750 Crystals,,1750 Crystals,Update 7.4.5,"September 23, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/crescent2.png,/mff-assets/uniforms/crescent2.webp,https://thanosvibs.money/uniforms
crossbones,Modern,500000 Gold | Gold,,500000 Gold,Update 2.3,"July 14, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/crossbones1.png,/mff-assets/uniforms/crossbones1.webp,https://thanosvibs.money/uniforms
crossbones,Secret Empire,1750 Crystals,,1750 Crystals,Update 5.8,"February 12, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/crossbones2.png,/mff-assets/uniforms/crossbones2.webp,https://thanosvibs.money/uniforms
crystal,Fantastic Four,500000 Gold | Gold,,500000 Gold,Update 4.7,"January 9, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/crystal2.png,/mff-assets/uniforms/crystal2.webp,https://thanosvibs.money/uniforms
crystal,Royal Suit,500000 Gold | Gold,,500000 Gold,Update 3.1,"June 7, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/crystal1.png,/mff-assets/uniforms/crystal1.webp,https://thanosvibs.money/uniforms
crystal,Spring Lady,April Fools Exclusive (Paywall) | Seasonal | April | Paywall,April Fool's,April Fools Exclusive (Paywall),Update 11.7.5,"March 18, 2026",https://thanosvibs.money/images-thumbnails/portraits/md/crystal3.png,/mff-assets/uniforms/crystal3.webp,https://thanosvibs.money/uniforms
cyclops,Age of Apocalypse,500000 Gold | Gold,,500000 Gold,Update 3.4,"September 13, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/cyclops1.png,/mff-assets/uniforms/cyclops1.webp,https://thanosvibs.money/uniforms
cyclops,Marvel Animation's X-Men '97,1750 Crystals,,1750 Crystals,Update 11.0,"June 4, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/cyclops5.png,/mff-assets/uniforms/cyclops5.webp,https://thanosvibs.money/uniforms
cyclops,Marvel NOW!,1750 Crystals,,1750 Crystals,Update 3.9,"March 21, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/cyclops2.png,/mff-assets/uniforms/cyclops2.webp,https://thanosvibs.money/uniforms
cyclops,Modern,1750 Crystals,,1750 Crystals,Update 8.6,"December 7, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/cyclops4.png,/mff-assets/uniforms/cyclops4.webp,https://thanosvibs.money/uniforms
cyclops,Phoenix Five,1750 Crystals,,1750 Crystals,Update 5.4,"September 10, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/cyclops3.png,/mff-assets/uniforms/cyclops3.webp,https://thanosvibs.money/uniforms
daisyjohnson,Marvel Studios' Agents of S.H.I.E.L.D. (Quake),500000 Gold | Gold,,500000 Gold,Update 1.7,"November 17, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/daisyjohnson2.png,/mff-assets/uniforms/daisyjohnson2.webp,https://thanosvibs.money/uniforms
daisyjohnson,Modern,500000 Gold | Gold,,500000 Gold,Update 1.5,"October 7, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/daisyjohnson1.png,/mff-assets/uniforms/daisyjohnson1.webp,https://thanosvibs.money/uniforms
daken,Dark Wolverine,1750 Crystals,,1750 Crystals,Update 10.3.5a,"September 19, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/daken1.png,/mff-assets/uniforms/daken1.webp,https://thanosvibs.money/uniforms
daredevil,"All-New, All-Different",500000 Gold | Gold,,500000 Gold,Update 2.5,"September 20, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/daredevil2.png,/mff-assets/uniforms/daredevil2.webp,https://thanosvibs.money/uniforms
daredevil,Devil of Hell's Kitchen,500000 Gold | Gold,,500000 Gold,Update 1.7,"November 17, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/daredevil1.png,/mff-assets/uniforms/daredevil1.webp,https://thanosvibs.money/uniforms
daredevil,Fall From Grace,1750 Crystals,,1750 Crystals,Update 6.9,"March 16, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/daredevil3.png,/mff-assets/uniforms/daredevil3.webp,https://thanosvibs.money/uniforms
daredevil,Marvel Television's Daredevil: Born Again,1750 Crystals,,1750 Crystals,Update 10.8,"March 19, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/daredevil4.png,/mff-assets/uniforms/daredevil4.webp,https://thanosvibs.money/uniforms
dazzler,X-Song,1750 Crystals,,1750 Crystals,Update 11.7,"March 4, 2026",https://thanosvibs.money/images-thumbnails/portraits/md/dazzler1.png,/mff-assets/uniforms/dazzler1.webp,https://thanosvibs.money/uniforms
deadpool,30th Anniversary Black Version,1750 Crystals | Synergy,,1750 Crystals,Update 6.8,"February 8, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool4.png,/mff-assets/uniforms/deadpool4.webp,https://thanosvibs.money/uniforms
deadpool,30th Anniversary White Version,Dawn of X Uniform Collection | Special | Synergy,,Dawn of X Uniform Collection,Update 6.8,"February 8, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool5.png,/mff-assets/uniforms/deadpool5.webp,https://thanosvibs.money/uniforms
deadpool,April Pools,April Fools Exclusive (1750 Crystals) | Seasonal | April | CrystalApril,April Fool's,April Fools Exclusive (1750 Crystals),Update 7.9.5a,"March 30, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool6.png,/mff-assets/uniforms/deadpool6.webp,https://thanosvibs.money/uniforms
deadpool,Holiday Party,Christmas Exclusive (1750 Crystals) | Seasonal | Christmas | CrystalChristmas | Synergy,Christmas,Christmas Exclusive (1750 Crystals),Update 5.6.5,"December 17, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool3.png,/mff-assets/uniforms/deadpool3.webp,https://thanosvibs.money/uniforms
deadpool,Lady Deadpool,1750 Crystals | Synergy,,1750 Crystals,Update 5.6,"November 27, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool2.png,/mff-assets/uniforms/deadpool2.webp,https://thanosvibs.money/uniforms
deadpool,Marvel Studios' Deadpool & Wolverine,1750 Crystals | Synergy,,1750 Crystals,Update 10.2,"July 24, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool8.png,/mff-assets/uniforms/deadpool8.webp,https://thanosvibs.money/uniforms
deadpool,X-Force,1750 Crystals,,1750 Crystals,Update 4.9,"March 20, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool1.png,/mff-assets/uniforms/deadpool1.webp,https://thanosvibs.money/uniforms
deadpool,Marvel Studios' Deadpool & Wolverine · Nicepool,1750 Crystals | Synergy,,1750 Crystals,Update 10.2,"July 24, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/deadpool7.png,/mff-assets/uniforms/deadpool7.webp,https://thanosvibs.money/uniforms
deathlok,Modern,500000 Gold | Gold,,500000 Gold,Update 1.5,"October 7, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/deathlok1.png,/mff-assets/uniforms/deathlok1.webp,https://thanosvibs.money/uniforms
destroyer,Prometheus,500000 Gold | Gold,,500000 Gold,Update 2.0,"March 16, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/destroyer1.png,/mff-assets/uniforms/destroyer1.webp,https://thanosvibs.money/uniforms
destroyer,The Mighty Thor,1750 Crystals,,1750 Crystals,Update 11.6,"January 21, 2026",https://thanosvibs.money/images-thumbnails/portraits/md/destroyer2.png,/mff-assets/uniforms/destroyer2.webp,https://thanosvibs.money/uniforms
doctordoom,3099,2500 Crystals,,2500 Crystals,Update 7.3,"August 3, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/doctordoom1.png,/mff-assets/uniforms/doctordoom1.webp,https://thanosvibs.money/uniforms
doctordoom,God Emperor,2500 Crystals,,2500 Crystals,Update 10.1.5b,"July 10, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/doctordoom2.png,/mff-assets/uniforms/doctordoom2.webp,https://thanosvibs.money/uniforms
doctoroctopus,Ends of the Earth,1750 Crystals,,1750 Crystals,Update 8.9,"March 22, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus4.png,/mff-assets/uniforms/doctoroctopus4.webp,https://thanosvibs.money/uniforms
doctoroctopus,Spider-Man: No Way Home,1750 Crystals,,1750 Crystals,Update 7.9.5b,"April 13, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus3.png,/mff-assets/uniforms/doctoroctopus3.webp,https://thanosvibs.money/uniforms
doctoroctopus,Superior Octopus,1750 Crystals,,1750 Crystals,Update 5.8,"February 12, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus2.png,/mff-assets/uniforms/doctoroctopus2.webp,https://thanosvibs.money/uniforms
doctoroctopus,Superior Spider-Man,500000 Gold | Gold,,500000 Gold,Update 1.7,"November 17, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/doctoroctopus1.png,/mff-assets/uniforms/doctoroctopus1.webp,https://thanosvibs.money/uniforms
doctorstrange,Death of Doctor Strange,1750 Crystals,,1750 Crystals,Update 9.4,"October 5, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange5.png,/mff-assets/uniforms/doctorstrange5.webp,https://thanosvibs.money/uniforms
doctorstrange,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.1,"May 30, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange2.png,/mff-assets/uniforms/doctorstrange2.webp,https://thanosvibs.money/uniforms
doctorstrange,Marvel Studios' Doctor Strange,500000 Gold | Gold,,500000 Gold,Update 2.6,"October 26, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange1.png,/mff-assets/uniforms/doctorstrange1.webp,https://thanosvibs.money/uniforms
doctorstrange,Marvel Studios' Doctor Strange 2,1750 Crystals,,1750 Crystals,Update 8.0,"April 27, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange4.png,/mff-assets/uniforms/doctorstrange4.webp,https://thanosvibs.money/uniforms
doctorstrange,Space Suit,1750 Crystals,,1750 Crystals,Update 6.4,"September 15, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange3.png,/mff-assets/uniforms/doctorstrange3.webp,https://thanosvibs.money/uniforms
doctorstrange,What If... Zombies?!,1750 Crystals,,1750 Crystals,Update 10.4,"October 16, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/doctorstrange6.png,/mff-assets/uniforms/doctorstrange6.webp,https://thanosvibs.money/uniforms
doctorvoodoo,Savage Avengers,1750 Crystals,,1750 Crystals,Update 11.2,"August 20, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/doctorvoodoo2.png,/mff-assets/uniforms/doctorvoodoo2.webp,https://thanosvibs.money/uniforms
doctorvoodoo,Strange Academy,1750 Crystals,,1750 Crystals,Update 9.4,"October 5, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/doctorvoodoo1.png,/mff-assets/uniforms/doctorvoodoo1.webp,https://thanosvibs.money/uniforms
domino,Krakoa X-Force,1750 Crystals,,1750 Crystals,Update 9.3,"August 30, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/domino2.png,/mff-assets/uniforms/domino2.webp,https://thanosvibs.money/uniforms
domino,Marvel NOW!,1750 Crystals,,1750 Crystals,Update 5.6,"November 27, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/domino1.png,/mff-assets/uniforms/domino1.webp,https://thanosvibs.money/uniforms
dormammu,Damnation,2500 Crystals,,2500 Crystals,Update 6.4,"September 15, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/dormammu1.png,/mff-assets/uniforms/dormammu1.webp,https://thanosvibs.money/uniforms
drax,"All-New, All-Different",500000 Gold | Gold,,500000 Gold,Update 1.9,"January 20, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/drax1.png,/mff-assets/uniforms/drax1.webp,https://thanosvibs.money/uniforms
drax,Classic,1750 Crystals,,1750 Crystals,Update 7.8,"February 3, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/drax2.png,/mff-assets/uniforms/drax2.webp,https://thanosvibs.money/uniforms
ebonymaw,Dark Obsidian Armor,1750 Crystals,,1750 Crystals,Update 7.1.5,"June 9, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw2.png,/mff-assets/uniforms/ebonymaw2.webp,https://thanosvibs.money/uniforms
ebonymaw,General's Hand,1750 Crystals,,1750 Crystals,Update 9.9.5a,"April 11, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw3.png,/mff-assets/uniforms/ebonymaw3.webp,https://thanosvibs.money/uniforms
ebonymaw,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.1,"May 30, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/ebonymaw1.png,/mff-assets/uniforms/ebonymaw1.webp,https://thanosvibs.money/uniforms
echo,Marvel Studios' Hawkeye,1750 Crystals,,1750 Crystals,Update 7.9,"March 17, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/echo1.png,/mff-assets/uniforms/echo1.webp,https://thanosvibs.money/uniforms
echo,Marvel Studios' Echo,1750 Crystals,,1750 Crystals,Update 9.9.5b,"April 24, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/echo2.png,/mff-assets/uniforms/echo2.webp,https://thanosvibs.money/uniforms
electro,Spider-Man: No Way Home,1750 Crystals,,1750 Crystals,Update 7.9.5b,"April 13, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/electro1.png,/mff-assets/uniforms/electro1.webp,https://thanosvibs.money/uniforms
elektra,Elektra,1750 Crystals,,1750 Crystals,Update 10.8.5b,"April 16, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/elektra3.png,/mff-assets/uniforms/elektra3.webp,https://thanosvibs.money/uniforms
elektra,Marvel Studios' Daredevil,500000 Gold | Gold,,500000 Gold,Update 2.9.5,"March 15, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/elektra1.png,/mff-assets/uniforms/elektra1.webp,https://thanosvibs.money/uniforms
elektra,Woman Without Fear,1750 Crystals,,1750 Crystals,Update 8.1.5,"June 15, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/elektra2.png,/mff-assets/uniforms/elektra2.webp,https://thanosvibs.money/uniforms
elsabloodstone,Monsters Unleashed! (MFF Variant),500000 Gold | Gold,,500000 Gold,Update 2.9,"February 15, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/elsabloodstone2.png,/mff-assets/uniforms/elsabloodstone2.webp,https://thanosvibs.money/uniforms
elsabloodstone,Secret Wars: Marvel Zombies,500000 Gold | Gold,,500000 Gold,Update 2.0,"March 16, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/elsabloodstone1.png,/mff-assets/uniforms/elsabloodstone1.webp,https://thanosvibs.money/uniforms
emmafrost,Hellfire Gala,1750 Crystals,,1750 Crystals,Update 7.7.5b,"January 19, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost3.png,/mff-assets/uniforms/emmafrost3.webp,https://thanosvibs.money/uniforms
emmafrost,Marvel NOW!,1750 Crystals,,1750 Crystals,Update 4.5,"October 24, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost1.png,/mff-assets/uniforms/emmafrost1.webp,https://thanosvibs.money/uniforms
emmafrost,Phoenix Five,1750 Crystals,,1750 Crystals,Update 5.4,"September 10, 2019",https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost2.png,/mff-assets/uniforms/emmafrost2.webp,https://thanosvibs.money/uniforms
emmafrost,Summer Queen,Summer Exclusive (Paywall) | Seasonal | Summer | Paywall,Summer,Summer Exclusive (Paywall),Update 11.1.5,"July 30, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/emmafrost4.png,/mff-assets/uniforms/emmafrost4.webp,https://thanosvibs.money/uniforms
enchantress,Summer Days,Summer Exclusive (Paywall) | Seasonal | Summer | Paywall,Summer,Summer Exclusive (Paywall),Update 6.2.5b,"July 30, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/enchantress1.png,/mff-assets/uniforms/enchantress1.webp,https://thanosvibs.money/uniforms
enchantress,War of the Realms,1750 Crystals,,1750 Crystals,Update 9.2,"July 26, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/enchantress2.png,/mff-assets/uniforms/enchantress2.webp,https://thanosvibs.money/uniforms
falcon,All-New Captain America,500000 Gold | Gold,,500000 Gold,Update 1.2.5,"June 30, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/falcon1.png,/mff-assets/uniforms/falcon1.webp,https://thanosvibs.money/uniforms
falcon,Marvel Legacy,500000 Gold | Gold,,500000 Gold,Update 3.7,"January 10, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/falcon3.png,/mff-assets/uniforms/falcon3.webp,https://thanosvibs.money/uniforms
falcon,Marvel Studios' Captain America: Civil War,500000 Gold | Gold,,500000 Gold,Update 2.1,"April 28, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/falcon2.png,/mff-assets/uniforms/falcon2.webp,https://thanosvibs.money/uniforms
falcon,What If... Zombies?!,1750 Crystals,,1750 Crystals,Update 10.4,"October 16, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/falcon5.png,/mff-assets/uniforms/falcon5.webp,https://thanosvibs.money/uniforms
falcon,Marvel Studios' Captain America: Brave New World,1750 Crystals,,1750 Crystals,Update 10.7,"February 5, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/falcon6.png,/mff-assets/uniforms/falcon6.webp,https://thanosvibs.money/uniforms
falcon,Marvel Studios' The Falcon and the Winter Soldier,1750 Crystals,,1750 Crystals,Update 7.2,"June 30, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/falcon4.png,/mff-assets/uniforms/falcon4.webp,https://thanosvibs.money/uniforms
gambit,Excalibur,1750 Crystals,,1750 Crystals,Update 6.8,"February 8, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/gambit1.png,/mff-assets/uniforms/gambit1.webp,https://thanosvibs.money/uniforms
gambit,X-Men Year-End Party,Christmas Exclusive (1750 Crystals) | Seasonal | Christmas | CrystalChristmas,Christmas,Christmas Exclusive (1750 Crystals),Update 10.6a,"January 1, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/gambit2.png,/mff-assets/uniforms/gambit2.webp,https://thanosvibs.money/uniforms
gamora,"All-New, All-Different",500000 Gold | Gold,,500000 Gold,Update 1.8,"December 15, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/gamora1.png,/mff-assets/uniforms/gamora1.webp,https://thanosvibs.money/uniforms
gamora,Guardians of the Galaxy 2,500000 Gold | Gold,,500000 Gold,Update 3.0,"April 27, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/gamora2.png,/mff-assets/uniforms/gamora2.webp,https://thanosvibs.money/uniforms
gamora,Marvel Studios' Guardians of the Galaxy 3,1750 Crystals,,1750 Crystals,Update 9.0.5a,"May 17, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/gamora4.png,/mff-assets/uniforms/gamora4.webp,https://thanosvibs.money/uniforms
gamora,Requiem,1750 Crystals,,1750 Crystals,Update 7.8,"February 3, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/gamora3.png,/mff-assets/uniforms/gamora3.webp,https://thanosvibs.money/uniforms
gamora,Wastelanders,1750 Crystals,,1750 Crystals,Update 10.6.5a,"January 8, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/gamora5.png,/mff-assets/uniforms/gamora5.webp,https://thanosvibs.money/uniforms
ghost,Marvel Studios' Ant-Man and the Wasp,1750 Crystals,,1750 Crystals,Update 4.2,"July 3, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/ghost1.png,/mff-assets/uniforms/ghost1.webp,https://thanosvibs.money/uniforms
ghost,Marvel Studios' Thunderbolts*,1750 Crystals,,1750 Crystals,Update 10.9.5,"May 14, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/ghost2.png,/mff-assets/uniforms/ghost2.webp,https://thanosvibs.money/uniforms
ghostrider,70's Classic,500000 Gold | Gold,,500000 Gold,Update 1.6,"October 29, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider1.png,/mff-assets/uniforms/ghostrider1.webp,https://thanosvibs.money/uniforms
ghostrider,Inhumans: Attilan Rising,500000 Gold | Gold,,500000 Gold,Update 2.5,"September 20, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider2.png,/mff-assets/uniforms/ghostrider2.webp,https://thanosvibs.money/uniforms
ghostrider,King of Hell,1750 Crystals,,1750 Crystals,Update 6.4b,"September 29, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider3.png,/mff-assets/uniforms/ghostrider3.webp,https://thanosvibs.money/uniforms
ghostrider,Rage Returned,Halloween Exclusive (1750 Crystals) | Seasonal | Halloween | CrystalHalloween,Halloween,Halloween Exclusive (1750 Crystals),Update 9.4.5,"October 18, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider4.png,/mff-assets/uniforms/ghostrider4.webp,https://thanosvibs.money/uniforms
ghostrider,Savage Avengers,1750 Crystals,,1750 Crystals,Update 11.2,"August 20, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/ghostrider5.png,/mff-assets/uniforms/ghostrider5.webp,https://thanosvibs.money/uniforms
ghostriderrobbiereyes,Lord of Vengeance,1750 Crystals,,1750 Crystals,Update 8.1,"June 1, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/robbiereyes1.png,/mff-assets/uniforms/robbiereyes1.webp,https://thanosvibs.money/uniforms
giantman,Ultron Pym,500000 Gold | Gold,,500000 Gold,Update 4.2,"July 3, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/giantman2.png,/mff-assets/uniforms/giantman2.webp,https://thanosvibs.money/uniforms
giantman,Modern · Goliath,500000 Gold | Gold,,500000 Gold,Update 1.3,"July 7, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/giantman1.png,/mff-assets/uniforms/giantman1.webp,https://thanosvibs.money/uniforms
gilgamesh,Marvel Studios' Eternals,1750 Crystals,,1750 Crystals,Update 7.6,"November 17, 2021",https://thanosvibs.money/images-thumbnails/portraits/md/gilgamesh1.png,/mff-assets/uniforms/gilgamesh1.webp,https://thanosvibs.money/uniforms
gladiator,Thanos: The Infinity Revelation,2500 Crystals,,2500 Crystals,Update 9.8,"February 21, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/gladiator1.png,/mff-assets/uniforms/gladiator1.webp,https://thanosvibs.money/uniforms
gorr,The God Butcher,3250 Crystals,,3250 Crystals,Update 11.9,"May 20, 2026",https://thanosvibs.money/images-thumbnails/portraits/md/gorr2.png,/mff-assets/uniforms/gorr2.webp,https://thanosvibs.money/uniforms
greengoblin,Dark Avengers,1750 Crystals,,1750 Crystals,Update 6.6,"December 1, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin2.png,/mff-assets/uniforms/greengoblin2.webp,https://thanosvibs.money/uniforms
greengoblin,Gold Goblin,1750 Crystals,,1750 Crystals,Update 12.1.5,"August 12, 2026",https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin5.png,/mff-assets/uniforms/greengoblin5.webp,https://thanosvibs.money/uniforms
greengoblin,Red Goblin,1750 Crystals,,1750 Crystals,Update 8.9,"March 22, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin4.png,/mff-assets/uniforms/greengoblin4.webp,https://thanosvibs.money/uniforms
greengoblin,Spider-Man: No Way Home,1750 Crystals,,1750 Crystals,Update 7.9.5b,"April 13, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin3.png,/mff-assets/uniforms/greengoblin3.webp,https://thanosvibs.money/uniforms
greengoblin,Ultimate,500000 Gold | Gold,,500000 Gold,Update 1.9.5,"February 16, 2016",https://thanosvibs.money/images-thumbnails/portraits/md/greengoblin1.png,/mff-assets/uniforms/greengoblin1.webp,https://thanosvibs.money/uniforms
groot,Guardians of the Galaxy 2,500000 Gold | Gold,,500000 Gold,Update 3.0,"April 27, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/groot2.png,/mff-assets/uniforms/groot2.webp,https://thanosvibs.money/uniforms
groot,Marvel Studios' Avengers: Infinity War,1750 Crystals,,1750 Crystals,Update 4.0,"April 25, 2018",https://thanosvibs.money/images-thumbnails/portraits/md/groot3.png,/mff-assets/uniforms/groot3.webp,https://thanosvibs.money/uniforms
groot,Marvel Studios' Guardians of the Galaxy 3,1750 Crystals,,1750 Crystals,Update 9.0.5a,"May 17, 2023",https://thanosvibs.money/images-thumbnails/portraits/md/groot5.png,/mff-assets/uniforms/groot5.webp,https://thanosvibs.money/uniforms
groot,Planet X Palm,Summer Exclusive (1750 Crystals) | Seasonal | Summer | CrystalSummer,Summer,Summer Exclusive (1750 Crystals),Update 11.1.5,"July 30, 2025",https://thanosvibs.money/images-thumbnails/portraits/md/groot6.png,/mff-assets/uniforms/groot6.webp,https://thanosvibs.money/uniforms
groot,Secret Wars: Thors,500000 Gold | Gold,,500000 Gold,Update 1.4,"August 25, 2015",https://thanosvibs.money/images-thumbnails/portraits/md/groot1.png,/mff-assets/uniforms/groot1.webp,https://thanosvibs.money/uniforms
groot,Snowflake Festival,Christmas Exclusive (1750 Crystals) | Seasonal | Christmas | CrystalChristmas,Christmas,Christmas Exclusive (1750 Crystals),Update 6.6.5,"December 16, 2020",https://thanosvibs.money/images-thumbnails/portraits/md/groot4.png,/mff-assets/uniforms/groot4.webp,https://thanosvibs.money/uniforms
gwenpool,April Pools,April Fools Exclusive (Paywall) | Seasonal | April | Paywall,April Fool's,April Fools Exclusive (Paywall),Update 7.9.5a,"March 30, 2022",https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool3.png,/mff-assets/uniforms/gwenpool3.webp,https://thanosvibs.money/uniforms
gwenpool,Dark Gwenpool,1750 Crystals,,1750 Crystals,Update 10.2.5b,"August 21, 2024",https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool4.png,/mff-assets/uniforms/gwenpool4.webp,https://thanosvibs.money/uniforms
gwenpool,Gwen Poole,500000 Gold | Gold,,500000 Gold,Update 3.1,"June 7, 2017",https://thanosvibs.money/images-thumbnails/portraits/md/gwenpool1.png,/mff-assets/uniforms/gwenpool1.webp,https://thanosvibs.money/uniforms
